3000.000000 0.051547
3000.220002 0.051679
3000.440004 0.051968
3000.660007 0.052257
3000.880009 0.052546
3001.100011 0.052835
3001.320013 0.053276
3001.540015 0.053735
3001.760018 0.054195
3001.980020 0.054655
3002.200022 0.055062
3002.420024 0.055365
3002.640026 0.055669
3002.860029 0.055973
3003.080031 0.056277
3003.300033 0.056591
3003.520035 0.056909
3003.740037 0.057226
3003.960040 0.057544
3004.180042 0.057845
3004.400044 0.058095
3004.620046 0.058345
3004.840048 0.058596
3005.060051 0.058846
3005.280053 0.059246
3005.500055 0.059723
3005.720057 0.060200
3005.940059 0.060677
3006.160062 0.061165
3006.380064 0.061735
3006.600066 0.062305
3006.820068 0.062876
3007.040070 0.063446
3007.260073 0.064063
3007.480075 0.064713
3007.700077 0.065364
3007.920079 0.066015
3008.140081 0.066669
3008.360084 0.067433
3008.580086 0.068196
3008.800088 0.068960
3009.020090 0.069724
3009.240092 0.070440
3009.460095 0.071093
3009.680097 0.071747
3009.900099 0.072402
3010.120101 0.073055
3010.340103 0.073877
3010.560106 0.074718
3010.780108 0.075559
3011.000110 0.076400
3011.220112 0.077152
3011.440114 0.077737
3011.660117 0.078322
3011.880119 0.078908
3012.100121 0.079494
3012.320123 0.079984
3012.540125 0.080443
3012.760128 0.080903
3012.980130 0.081363
3013.200132 0.081854
3013.420134 0.082455
3013.640136 0.083057
3013.860139 0.083658
3014.080141 0.084260
3014.300143 0.084724
3014.520145 0.085106
3014.740147 0.085488
3014.960150 0.085871
3015.180152 0.086241
3015.400154 0.086476
3015.620156 0.086710
3015.840158 0.086945
3016.060161 0.087180
3016.280163 0.087416
3016.500165 0.087653
3016.720167 0.087890
3016.940169 0.088127
3017.160172 0.088365
3017.380174 0.088613
3017.600176 0.088862
3017.820178 0.089111
3018.040180 0.089360
3018.260183 0.089619
3018.480185 0.089898
3018.700187 0.090176
3018.920189 0.090455
3019.140191 0.090733
3019.360194 0.091129
3019.580196 0.091551
3019.800198 0.091974
3020.020200 0.092396
3020.240202 0.092846
3020.460205 0.093388
3020.680207 0.093931
3020.900209 0.094474
3021.120211 0.095017
3021.340213 0.095530
3021.560216 0.096025
3021.780218 0.096521
3022.000220 0.097016
3022.220222 0.097522
3022.440224 0.098134
3022.660227 0.098746
3022.880229 0.099358
3023.100231 0.099970
3023.320233 0.100690
3023.540235 0.101516
3023.760238 0.102342
3023.980240 0.103168
3024.200242 0.103996
3024.420244 0.104811
3024.640246 0.105626
3024.860249 0.106441
3025.080251 0.107256
3025.300253 0.108094
3025.520255 0.108977
3025.740257 0.109860
3025.960260 0.110744
3026.180262 0.111629
3026.400264 0.112562
3026.620266 0.113515
3026.840268 0.114467
3027.060271 0.115420
3027.280273 0.116341
3027.500275 0.117068
3027.720277 0.117795
3027.940279 0.118522
3028.160282 0.119250
3028.380284 0.120164
3028.600286 0.121227
3028.820288 0.122292
3029.040290 0.123356
3029.260293 0.124419
3029.480295 0.125280
3029.700297 0.126131
3029.920299 0.126983
3030.140301 0.127836
3030.360304 0.128628
3030.580306 0.129320
3030.800308 0.130013
3031.020310 0.130706
3031.240312 0.131399
3031.460315 0.132071
3031.680317 0.132738
3031.900319 0.133406
3032.120321 0.134073
3032.340323 0.134689
3032.560326 0.135088
3032.780328 0.135487
3033.000330 0.135887
